order_id,name_id
1716,"[525, 496, 526]"
1722,"[129, 527]"
1733,"[528, 111]"
1734,"[528, 529]"
1735,"[528, 529]"
1737,"[530, 531, 532]"
1738,"[380, 158, 159, 164, 533]"
1741,"[492, 163]"
1742,"[533, 534, 161, 380]"
1752,"[291, 535]"
1763,"[225, 6]"
1770,"[155, 536]"
1771,"[155, 537]"
1774,"[127, 538]"
1782,"[539, 259]"
1792,"[540, 541]"
1794,"[542, 400, 399]"
1821,"[9, 480]"
1826,"[544, 545]"
1830,"[491, 248, 546]"
1839,"[276, 132]"
1840,"[21, 353, 549]"
1860,"[552, 553]"
1867,"[134, 554]"
1878,"[546, 450, 263]"
1882,"[555, 556, 557]"
1890,"[558, 324, 133]"
1915,"[559, 117]"
1925,"[273, 560]"
1926,"[561, 562, 429]"
1957,"[564, 223]"
1960,"[565, 292]"
1975,"[566, 306]"
1976,"[566, 306, 332]"
1978,"[127, 75, 342]"
1979,"[566, 567]"
1980,"[306, 332]"
1984,"[251, 568, 194]"
1985,"[251, 569, 168, 194]"
1987,"[174, 570]"
2028,"[371, 576, 234]"
2040,"[36, 578, 431]"
2051,"[579, 445]"
2054,"[580, 581]"
2057,"[582, 583]"
2062,"[572, 231]"
2064,"[129, 40]"
2070,"[585, 586]"
2077,"[587, 588, 203]"
2086,"[590, 358, 203]"
2093,"[245, 591, 100, 459]"
2095,"[585, 436, 592]"
2100,"[593, 594]"
2103,"[130, 595, 133]"
2130,"[598, 599, 600, 601, 315]"
2131,"[442, 598, 600, 601, 315]"
2132,"[518, 602, 603]"
2136,"[593, 47]"
2137,"[424, 604, 605]"
2146,"[38, 105, 431]"
2148,"[65, 606]"
2151,"[542, 607, 608]"
2152,"[525, 332]"
2158,"[39, 307, 506, 76]"
2161,"[549, 22, 23]"
2178,"[610, 611]"
2179,"[418, 455]"
2195,"[215, 145]"
2216,"[617, 618]"
2220,"[620, 621]"
2222,"[620, 621]"
2224,"[620, 621]"
2228,"[622, 340]"
2229,"[19, 445]"
2235,"[623, 624, 552]"
2258,"[320, 625, 626]"
2282,"[406, 444, 133, 323, 409]"
2283,"[406, 629, 445, 482, 169, 133, 630, 244]"
2286,"[426, 631, 133]"
2289,"[633, 634]"
2291,"[633, 213]"
2292,"[633, 213]"
2293,"[283, 632]"
2299,"[126, 14, 190]"
2307,"[71, 577, 231]"
2314,"[343, 124]"
2322,"[638, 637]"
2324,"[549, 134]"
2354,"[426, 641]"
2355,"[641, 169]"
2356,"[582, 642]"
2358,"[643, 243]"
2360,"[643, 243]"
2362,"[643, 243]"
2365,"[643, 243]"
2371,"[644, 445]"
2376,"[576, 577, 234, 235, 71, 481]"
2377,"[576, 577, 234, 235, 74, 71, 73]"
2378,"[645, 611]"
2385,"[646, 47]"
2404,"[588, 202, 203]"
2416,"[647, 104, 648, 345]"
2417,"[104, 105, 430, 649]"
2419,"[232, 116, 117]"
2425,"[650, 123, 343]"
2433,"[395, 651]"
2446,"[589, 482, 244]"
2447,"[652, 653]"
2449,"[367, 654, 379]"
2461,"[655, 656, 657]"
2462,"[655, 656, 657]"
2463,"[655, 657]"
2464,"[655, 656, 657]"
2465,"[655, 657, 658]"
2466,"[655, 657, 659, 660, 16]"
2476,"[662, 663, 664]"
2490,"[666, 341, 75, 478, 278]"
2493,"[36, 403, 667, 668]"
2511,"[669, 479]"
2515,"[671, 672, 602, 673]"
2516,"[674, 671, 107]"
2519,"[20, 439]"
2548,"[243, 675]"
2556,"[676, 677]"
2558,"[676, 677]"
2564,"[678, 186]"
2572,"[680, 176]"
2573,"[27, 317, 195]"
2574,"[390, 195, 317]"
2597,"[210, 684]"
2600,"[456, 204, 205]"
2616,"[685, 582, 686]"
2618,"[687, 550]"
2630,"[692, 693, 133]"
2638,"[464, 288]"
2658,"[656, 696, 697]"
2667,"[72, 73, 235, 372]"
2678,"[698, 27]"
2691,"[699, 14, 700]"
2695,"[701, 702, 68]"
2696,"[244, 439, 133]"
2700,"[493, 305, 703]"
2705,"[193, 705]"
2710,"[343, 706]"
2717,"[41, 288]"
2731,"[540, 708]"
2740,"[709, 470, 292, 710]"
2751,"[177, 123]"
2758,"[482, 446, 447, 169, 323]"
2760,"[713, 23]"
2765,"[233, 714]"
2766,"[709, 470, 715, 716, 717]"
2780,"[511, 300]"
2796,"[719, 215]"
2811,"[286, 720]"
2818,"[646, 286]"
2820,"[646, 286]"
2844,"[723, 724, 725]"
2846,"[116, 486, 237]"
2847,"[478, 727]"
2851,"[127, 278]"
2858,"[120, 338, 728]"
2862,"[729, 170, 213, 730, 348, 78]"
2863,"[731, 732, 82]"
2872,"[733, 708, 734]"
2873,"[735, 734]"
2874,"[736, 734]"
2878,"[27, 390, 196]"
2884,"[737, 296, 395]"
2891,"[116, 661]"
2893,"[475, 739]"
2904,"[32, 290, 741]"
2911,"[743, 744]"
2912,"[745, 746]"
2923,"[555, 749, 750, 107, 740, 671, 672, 674]"
2925,"[421, 309, 282, 751]"
2945,"[422, 582]"
2958,"[757, 214]"
2965,"[759, 760, 395, 398]"
2966,"[400, 761]"
2967,"[400, 761]"
2968,"[759, 760, 395, 398]"
2976,"[762, 763, 764]"
2982,"[768, 567]"
2986,"[769, 33]"
2991,"[552, 93, 770]"
2997,"[316, 771]"
2998,"[503, 667, 648, 649]"
3003,"[708, 55, 100, 298, 3]"
3011,"[665, 115]"
3013,"[259, 522]"
3039,"[775, 436]"
3049,"[135, 300, 23]"
3053,"[324, 364]"
3054,"[364, 33]"
3055,"[364, 33]"
3056,"[364, 33]"
3057,"[364, 33]"
3066,"[294, 776, 777]"
3070,"[665, 308, 338, 778, 779]"
3075,"[86, 87]"
3076,"[86, 780]"
3078,"[86, 780]"
3086,"[533, 272, 781]"
3102,"[456, 782]"
3107,"[784, 331, 108]"
3110,"[525, 785]"
3136,"[645, 738]"
3150,"[155, 786]"
3151,"[716, 717, 292]"
3154,"[390, 142]"
3155,"[390, 142]"
3156,"[754, 453]"
3165,"[787, 788]"
3167,"[0, 125]"
3168,"[789, 125]"
3169,"[0, 125]"
3170,"[449, 3]"
3171,"[449, 605, 298]"
3177,"[790, 791]"
3182,"[792, 12]"
3190,"[793, 459, 370, 540, 298, 693]"
3191,"[540, 735]"
3199,"[794, 679]"
3217,"[564, 795]"
3221,"[796, 390]"
3224,"[775, 797]"
3225,"[28, 494, 798, 799]"
3230,"[204, 205]"
3231,"[384, 324, 366]"
3236,"[384, 366]"
3237,"[467, 468]"
3253,"[306, 395, 703]"
3264,"[417, 397, 395]"
3279,"[802, 803, 338]"
3294,"[804, 541]"
3302,"[486, 117]"
3303,"[426, 445]"
3315,"[806, 640, 404]"
3318,"[514, 806, 807]"
3330,"[317, 195]"
3331,"[808, 82, 83]"
3332,"[809, 810]"
3333,"[273, 811]"
3339,"[354, 455]"
3350,"[353, 135, 23]"
3354,"[52, 53, 389, 135]"
3359,"[406, 812, 169]"
3360,"[24, 813]"
3361,"[271, 269]"
3369,"[273, 628]"
3371,"[643, 741]"
3385,"[118, 697]"
3388,"[657, 548]"
3400,"[819, 505]"
3408,"[820, 166]"
3421,"[819, 505]"
3426,"[819, 751]"
3428,"[822, 634, 730]"
3439,"[634, 730]"
3440,"[284, 84, 722, 731, 732]"
3452,"[823, 249]"
3454,"[824, 822, 825]"
3466,"[808, 82, 826]"
3474,"[529, 827]"
3476,"[506, 40]"
3480,"[828, 371, 234]"
3490,"[829, 455, 56]"
3492,"[418, 282, 455]"
3495,"[418, 282, 455]"
3502,"[336, 367, 231]"
3503,"[336, 367]"
3518,"[273, 830, 30]"
3536,"[796, 390]"
3539,"[48, 215, 831, 832]"
3541,"[833, 89, 521, 682]"
3546,"[502, 834]"
3575,"[385, 135, 301]"
3578,"[89, 479]"
3585,"[390, 142]"
3589,"[838, 93]"
3593,"[491, 184, 841]"
3598,"[623, 842, 553]"
3604,"[749, 602]"
3629,"[789, 125]"
3634,"[845, 18, 656, 846]"
3635,"[656, 657, 846]"
3640,"[338, 358, 847, 848]"
3644,"[849, 377]"
3646,"[850, 851, 852]"
3647,"[731, 81, 284, 826]"
3648,"[853, 854]"
3665,"[115, 309]"
3666,"[855, 856]"
3667,"[855, 856]"
3669,"[430, 648]"
3670,"[430, 857]"
3671,"[834, 857]"
3672,"[834, 857]"
3673,"[503, 834, 858]"
3674,"[502, 834]"
3675,"[834, 857]"
3676,"[834, 344, 648]"
3677,"[810, 642]"
3688,"[762, 852]"
3725,"[492, 306, 296, 400]"
3729,"[861, 388]"
3738,"[862, 376, 659]"
3773,"[737, 395]"
3789,"[358, 863, 848]"
3791,"[3, 864]"
3801,"[866, 867, 865]"
3819,"[85, 86]"
3824,"[537, 536]"
3828,"[868, 18, 697]"
3835,"[870, 714]"
3841,"[316, 771, 468]"
3842,"[374, 342]"
3843,"[872, 873, 874, 136]"
3868,"[331, 401]"
3876,"[875, 681]"
3880,"[618, 876, 877]"
3894,"[61, 123]"
3897,"[873, 878, 872, 309]"
3905,"[879, 117]"
3906,"[580, 880, 815]"
3907,"[881, 540, 708, 815]"
3908,"[733, 818, 815, 581, 882]"
3909,"[540, 708, 815]"
3913,"[482, 803, 774]"
3914,"[72, 482, 803, 774]"
3915,"[883, 884]"
3916,"[159, 885, 886]"
3918,"[801, 119]"
3942,"[628, 447, 445, 244]"
3944,"[787, 475]"
3951,"[887, 300, 301]"
3955,"[589, 323]"
3956,"[888, 741, 323]"
3957,"[381, 158, 712, 533, 534]"
3960,"[769, 889, 774]"
3962,"[890, 218]"
3963,"[890, 218]"
3973,"[0, 728, 584, 891]"
3974,"[0, 891, 68]"
3977,"[891, 0, 892, 584]"
3978,"[0, 584, 891]"
3979,"[0, 273, 68]"
3988,"[475, 476, 477]"
3991,"[699, 69]"
3998,"[881, 612]"
3999,"[204, 205, 97]"
4005,"[90, 428, 241, 429]"
4016,"[528, 893]"
4018,"[478, 341]"
4023,"[894, 79]"
4024,"[894, 79]"
4033,"[895, 375]"
4034,"[656, 895, 376]"
4043,"[24, 26]"
4052,"[896, 477]"
4062,"[3, 541]"
4064,"[618, 79]"
4065,"[585, 205]"
4073,"[897, 874]"
4075,"[21, 300]"
4081,"[296, 267, 340]"
4084,"[545, 898]"
4088,"[158, 159, 179, 164]"
4095,"[467, 138, 468, 166]"
4096,"[412, 884]"
4099,"[899, 900, 901]"
4100,"[506, 527]"
4110,"[902, 650]"
4111,"[147, 650, 429]"
4113,"[81, 284]"
4133,"[780, 87]"
4161,"[128, 342]"
4166,"[37, 502, 105, 345]"
4170,"[283, 453, 56, 829, 455]"
4185,"[620, 806]"
4186,"[806, 197]"
4188,"[824, 854]"
4189,"[905, 174]"
4206,"[27, 317, 196]"
4207,"[27, 143]"
4209,"[906, 907, 78, 156]"
4236,"[692, 541]"
4240,"[630, 256, 823]"
4242,"[213, 730]"
4243,"[504, 803, 909]"
4244,"[504, 803]"
4250,"[140, 249]"
4273,"[120, 338, 911]"
4278,"[123, 913]"
4279,"[529, 528]"
4280,"[529, 528]"
4286,"[914, 555]"
4287,"[914, 555]"
4288,"[914, 555]"
4297,"[2, 58]"
4300,"[915, 309]"
4306,"[618, 205]"
4308,"[406, 579, 916]"
4309,"[917, 918, 718]"
4312,"[462, 425, 215]"
4335,"[406, 803, 921]"
4337,"[467, 386]"
4349,"[118, 550, 273]"
4360,"[211, 24, 26]"
4368,"[596, 393]"
4370,"[683, 847]"
4386,"[701, 433]"
4394,"[229, 230, 263]"
4398,"[380, 158, 160, 711, 510, 509, 924]"
4409,"[489, 3]"
4412,"[129, 307]"
4432,"[926, 927]"
4436,"[820, 928]"
4447,"[456, 592]"
4448,"[456, 592]"
4472,"[753, 169]"
4489,"[933, 767]"
4491,"[934, 935]"
4495,"[85, 86]"
4513,"[177, 771, 820]"
4522,"[781, 272, 510, 533, 937]"
4528,"[379, 775, 592, 436, 797]"
4553,"[714, 936]"
4561,"[638, 6]"
4571,"[678, 186]"
4572,"[604, 678]"
4573,"[604, 678]"
4574,"[604, 678]"
4575,"[604, 678]"
4576,"[604, 678]"
4584,"[157, 515, 205]"
4585,"[157, 515, 205]"
4590,"[515, 205]"
4596,"[939, 28, 940]"
4599,"[939, 940, 900, 799]"
4603,"[873, 942, 943]"
4604,"[942, 943]"
4605,"[942, 943]"
4610,"[403, 344, 649]"
4612,"[169, 323]"
4613,"[386, 138, 166]"
4617,"[546, 945, 184]"
4630,"[686, 747]"
4646,"[565, 715, 949]"
4647,"[165, 919, 949]"
4648,"[165, 715, 949]"
4652,"[541, 917, 369, 950]"
4672,"[953, 122]"
4673,"[954, 953]"
4684,"[85, 86]"
4685,"[304, 955]"
4687,"[641, 616]"
4688,"[158, 160, 711, 510, 509, 956, 886]"
4689,"[407, 889, 133]"
4693,"[380, 160, 161, 162, 164, 181, 957]"
4698,"[917, 541]"
4704,"[232, 486]"
4706,"[591, 459]"
4708,"[390, 809]"
4737,"[958, 323]"
4756,"[357, 848]"
4757,"[801, 1]"
4770,"[36, 99, 344]"
4772,"[36, 430]"
4773,"[683, 545, 847]"
4781,"[412, 741]"
4783,"[676, 741]"
4784,"[412, 741]"
4789,"[508, 517]"
4813,"[352, 24]"
4814,"[352, 24]"
4818,"[959, 11]"
4830,"[960, 961, 962]"
4835,"[643, 963, 779, 962]"
4843,"[338, 728, 964]"
4856,"[562, 270]"
4873,"[120, 638]"
4883,"[245, 324, 351]"
4893,"[824, 680]"
4916,"[824, 965]"
4920,"[426, 169]"
4924,"[113, 953]"
4928,"[113, 953]"
4933,"[893, 424, 450, 966]"
4938,"[448, 450, 966]"
4943,"[467, 166]"
4951,"[968, 969]"
4954,"[245, 611, 627]"
4958,"[475, 96, 282]"
4963,"[837, 49]"
4984,"[370, 540]"
4997,"[769, 93, 309]"
5004,"[308, 878]"
5010,"[974, 413]"
5043,"[127, 129]"
5045,"[96, 456]"
5046,"[96, 456]"
5047,"[96, 456]"
5060,"[465, 101]"
5070,"[976, 977]"
5093,"[978, 919, 28]"
5101,"[317, 783]"
5109,"[397, 981]"
5110,"[862, 548, 221]"
5120,"[127, 506, 523]"
5121,"[188, 189, 315]"
5123,"[19, 447]"
5140,"[385, 353]"
5141,"[982, 88]"
5142,"[577, 983, 234, 71, 481]"
5143,"[71, 577, 481]"
5144,"[71, 577, 235, 231]"
5146,"[518, 984, 985]"
5148,"[985, 595]"
5150,"[336, 986]"
5157,"[839, 840]"
5161,"[987, 262]"
5172,"[989, 990]"
5187,"[561, 92]"
5191,"[392, 561]"
5195,"[273, 423]"
5200,"[251, 991, 689, 691, 194]"
5203,"[816, 845, 868, 221]"
5208,"[972, 453, 592]"
5210,"[75, 506]"
5213,"[644, 447]"
5223,"[156, 170]"
5224,"[273, 125, 404, 844]"
5226,"[431, 328]"
5243,"[876, 45, 992]"
5265,"[670, 993, 388]"
5267,"[824, 174, 487]"
5268,"[824, 853]"
5269,"[273, 118, 173]"
5288,"[580, 995]"
5300,"[75, 478]"
5302,"[273, 444, 579, 406]"
5306,"[305, 861]"
5323,"[47, 996]"
5325,"[676, 997, 800]"
5327,"[346, 359]"
5330,"[37, 38, 430, 328]"
5331,"[998, 502, 37, 38, 328]"
5332,"[999, 767, 313]"
5333,"[1000, 392, 14]"
5342,"[403, 344]"
5351,"[96, 1001]"
5356,"[594, 1002]"
5357,"[373, 75]"
5362,"[129, 342, 527]"
5363,"[302, 341]"
5375,"[1003, 94, 508, 948]"
5390,"[99, 648]"
5393,"[458, 995, 692]"
5395,"[291, 100, 953]"
5397,"[14, 702]"
5398,"[157, 205, 206]"
5405,"[1004, 152]"
5408,"[841, 263]"
5411,"[331, 608]"
5423,"[389, 22, 53]"
5436,"[14, 106]"
5439,"[497, 306, 1005, 1006, 399, 493, 524]"
5441,"[528, 827]"
5443,"[528, 827]"
5458,"[528, 843, 945, 4]"
5492,"[46, 414]"
5493,"[1009, 1010, 136]"
5498,"[75, 1011, 507]"
5502,"[486, 116]"
5503,"[486, 1012, 116]"
5505,"[96, 821, 205]"
5533,"[1013, 615]"
5543,"[893, 605]"
5544,"[24, 25]"
5545,"[24, 25]"
5546,"[24, 25]"
5547,"[352, 24, 25]"
5548,"[24, 25]"
5549,"[352, 24, 25]"
5553,"[439, 614]"
5554,"[439, 614]"
5555,"[439, 614]"
5559,"[1016, 890, 168]"
5563,"[593, 47]"
5585,"[1016, 1019, 852]"
5604,"[606, 70]"
5615,"[39, 342, 341, 727]"
5623,"[486, 238]"
5630,"[147, 830]"
5656,"[326, 114]"
5658,"[736, 501]"
5672,"[1020, 152]"
5689,"[1021, 1022]"
5691,"[983, 1023]"
5692,"[983, 1023]"
5700,"[291, 535]"
5716,"[810, 1025]"
5717,"[262, 550]"
5728,"[458, 918]"
5729,"[444, 78]"
5732,"[864, 541]"
5748,"[902, 122]"
5749,"[518, 984, 749, 602]"
5755,"[866, 530, 532]"
5785,"[182, 247, 186]"
5789,"[656, 817]"
5805,"[467, 468]"
5806,"[467, 468]"
5807,"[467, 468]"
5816,"[789, 883]"
5822,"[713, 52, 511, 23]"
5825,"[549, 23]"
5826,"[549, 52]"
5828,"[1026, 1027]"
5831,"[956, 886, 272, 937]"
5850,"[214, 215]"
5854,"[1021, 582]"
5855,"[1021, 1028, 582]"
5856,"[143, 318]"
5862,"[284, 285, 826]"
5864,"[332, 395]"
5865,"[785, 395]"
5871,"[529, 1029, 230]"
5879,"[863, 1030]"
5880,"[1031, 357, 863, 1030]"
5881,"[1031, 357, 863, 1030]"
5883,"[863, 848]"
5884,"[863, 1030]"
5885,"[863, 1030]"
5886,"[48, 1032, 215]"
5887,"[1033, 1034]"
5890,"[1033, 338, 1035]"
5895,"[1033, 1034]"
5903,"[799, 1036, 798]"
5918,"[1038, 309]"
5919,"[89, 681]"
5930,"[371, 237, 577]"
5944,"[518, 1039, 1003]"
5945,"[518, 1003, 68]"
5946,"[518, 212]"
5947,"[518, 212, 595]"
5948,"[518, 1003]"
5949,"[518, 1003]"
5950,"[518, 1003]"
5951,"[518, 595]"
5952,"[518, 1003, 212]"
5953,"[518, 1003, 212]"
5954,"[518, 1003, 212]"
5955,"[518, 595]"
5956,"[518, 1003]"
5958,"[518, 1003, 212]"
5959,"[518, 1003]"
5960,"[518, 212]"
5970,"[828, 1040]"
5979,"[1041, 1040]"
6043,"[1042, 788, 476]"
6062,"[94, 265]"
6075,"[1045, 289]"
6090,"[88, 1046, 225]"
6094,"[456, 205]"
6123,"[342, 341]"
6125,"[251, 193]"
6128,"[199, 126]"
6129,"[683, 126]"
6132,"[1049, 755]"
6137,"[549, 23]"
6139,"[910, 1051]"
6141,"[846, 658]"
6150,"[223, 1052]"
6159,"[29, 195, 24, 25]"
6169,"[529, 843]"
6170,"[701, 383]"
6171,"[593, 967]"
6184,"[279, 1027]"
6186,"[279, 1027]"
6187,"[279, 1027]"
6191,"[1053, 3]"
6203,"[158, 159, 161, 162, 711, 181]"
6206,"[775, 436]"
6223,"[0, 1055]"
6230,"[1056, 47, 1019]"
6232,"[1056, 1002]"
6234,"[1056, 47, 967]"
6235,"[838, 1057]"
6259,"[138, 928, 139]"
6268,"[489, 844]"
6269,"[931, 1058]"
6289,"[989, 1059]"
6294,"[27, 90]"
6295,"[478, 278]"
6302,"[294, 1060, 1061]"
6313,"[324, 364]"
6316,"[93, 1057]"
6317,"[92, 90]"
6321,"[502, 345, 328, 649]"
6323,"[75, 40]"
6337,"[775, 436]"
6339,"[552, 842, 865]"
6366,"[372, 577, 74]"
6370,"[679, 702, 173]"
6379,"[423, 1062]"
6383,"[1063, 119]"
6387,"[984, 518, 749, 603, 1064]"
6399,"[579, 426]"
6405,"[1065, 303]"
6409,"[618, 1066, 586]"
6410,"[618, 1066, 586]"
6411,"[618, 1066, 586]"
6412,"[618, 586]"
6414,"[403, 344]"
6434,"[999, 340]"
6437,"[147, 343]"
6442,"[392, 391]"
6447,"[154, 78, 207, 1067]"
6453,"[294, 1060, 295, 777]"
6454,"[1012, 237, 117, 803]"
6456,"[373, 506, 507]"
6462,"[945, 528, 182, 230, 247, 4]"
6464,"[386, 489]"
6478,"[906, 245, 611]"
6484,"[1069, 909]"
6491,"[735, 1070, 298]"
6492,"[709, 470, 292]"
6493,"[28, 470, 292, 709]"
6494,"[28, 470, 292, 709]"
6506,"[127, 374, 506]"
6507,"[75, 127, 506]"
6508,"[735, 612]"
6511,"[1051, 1072]"
6513,"[390, 480]"
6514,"[446, 323, 889]"
6516,"[390, 136]"
6551,"[958, 611]"
6578,"[158, 492, 534, 161]"
6584,"[780, 87]"
6585,"[780, 87]"
6591,"[418, 205, 1074]"
6607,"[1075, 126]"
6623,"[529, 184]"
6626,"[112, 113]"
6633,"[94, 675, 133]"
6639,"[1078, 586]"
6644,"[775, 436]"
6652,"[843, 229, 248]"
6658,"[226, 510, 509, 937, 956, 886, 885]"
6659,"[226, 510, 509, 937, 956, 886, 885]"
6660,"[259, 1079]"
6661,"[259, 1079]"
6662,"[259, 1079]"
6664,"[3, 1070]"
6665,"[864, 881, 882, 299, 3]"
6671,"[105, 649]"
6675,"[331, 1006]"
6685,"[143, 196]"
6686,"[602, 749, 107]"
6687,"[520, 518, 749, 107, 602, 1064]"
6695,"[591, 100, 1050, 133]"
6705,"[443, 92]"
6708,"[21, 134]"
6714,"[538, 342]"
6715,"[1065, 538, 342]"
6723,"[55, 913]"
6737,"[42, 994]"
6751,"[771, 928, 166]"
6753,"[104, 105, 403]"
6765,"[1028, 3, 1080, 1083]"
6769,"[243, 541]"
6776,"[458, 351, 1013, 133]"
6825,"[302, 635, 129]"
6828,"[540, 1085]"
